GPU UTIL,GPU SCLK,GPU MCLK,GPU TEMP,GPU PWR,GPU FAN,GPU VRAM UTIL,FPS,CPU UTIL,RAM UTIL
99,1386,945,83,196,3046,3.4,250,10,10
100,1345,945,84,188,3046,3.4,232,8,10
100,1397,945,83,193,3046,3.4,246,10,10
100,1397,945,83,193,3046,3.4,246,10,10
98,1411,945,83,200,3041,3.4,261,12,10
98,1411,945,83,200,3041,3.4,261,12,10
98,1369,945,84,194,3046,3.4,230,8,10
99,1368,945,83,191,3046,3.4,223,10,10
99,1368,945,83,191,3046,3.4,223,10,10
100,1399,945,82,193,3046,3.4,243,9,10
100,1399,945,82,193,3046,3.4,243,9,10
99,1366,945,84,194,3041,3.4,254,10,10
99,1388,945,84,199,3041,3.4,235,9,10
99,1388,945,84,199,3041,3.4,235,9,10
100,1402,945,82,193,3041,3.4,226,9,10
100,1402,945,82,193,3041,3.4,226,9,10
99,1395,945,82,198,3042,3.4,234,10,10
99,1395,945,82,198,3042,3.4,234,10,10
100,1355,945,82,190,3042,3.4,259,9,10
100,1355,945,82,190,3042,3.4,259,9,10
100,1379,945,84,202,3046,3.4,266,9,10
100,1324,945,84,188,3046,3.4,220,9,10
100,1324,945,84,188,3042,3.4,220,8,10
100,1394,945,82,193,3042,3.4,234,8,10
100,1394,945,82,193,3041,3.4,234,8,10
100,1398,945,85,196,3041,3.4,239,10,10
100,1398,945,85,196,3041,3.4,239,10,10
100,1375,945,84,191,3047,3.4,252,8,10
100,1375,945,84,191,3047,3.4,252,8,10
100,1383,945,83,199,3047,3.4,265,9,10
99,1389,945,82,198,3047,3.4,237,9,10
100,1410,945,84,203,3041,3.4,225,8,10
100,1410,945,84,203,3041,3.4,225,8,10
98,1362,945,82,186,3047,3.4,240,8,10
98,1362,945,82,186,3047,3.4,240,8,10
99,1385,945,83,192,3042,3.4,243,9,10
99,1385,945,83,192,3042,3.4,243,9,10
99,1371,945,84,191,3042,3.4,266,8,10
99,1371,945,84,191,3042,3.4,266,8,10
99,1383,945,84,198,3042,3.4,244,9,10
99,1383,945,84,198,3042,3.4,244,9,10
99,1375,945,84,192,3047,3.4,235,8,10
99,1375,945,84,192,3047,3.4,235,8,10
100,1417,945,83,202,3042,3.4,243,8,10
100,1381,945,84,190,3047,3.4,253,8,10
100,1347,945,84,191,3047,3.4,266,10,10
100,1347,945,84,191,3047,3.4,266,10,10
100,1342,945,85,192,3042,3.4,265,11,10
