GPU UTIL,GPU SCLK,GPU MCLK,GPU TEMP,GPU PWR,GPU FAN,GPU VRAM UTIL,FPS,CPU UTIL,RAM UTIL
100,1189,945,83,196,3035,3.9,82,7,10
99,1226,945,83,196,3035,3.9,82,8,10
99,1226,945,83,196,3035,3.9,82,8,10
100,1200,945,84,200,3040,3.9,84,8,10
99,1234,945,83,199,3040,3.9,85,8,10
100,1195,945,82,197,3040,3.9,81,8,10
100,1195,945,82,197,3040,3.9,81,8,10
100,1263,945,85,209,3035,3.9,83,7,10
100,1199,945,82,197,3035,3.9,80,7,10
99,1248,945,84,200,3035,3.9,81,8,10
99,1248,945,84,200,3035,3.9,81,8,10
99,1248,945,84,205,3035,3.9,78,9,10
99,1248,945,84,205,3035,3.9,78,9,10
100,1198,945,82,195,3036,3.9,74,8,10
100,1198,945,82,195,3036,3.9,74,8,10
100,1232,945,84,197,3041,3.9,73,9,10
100,1232,945,84,197,3041,3.9,73,9,10
100,1227,945,84,202,3041,3.9,71,9,10
100,1227,945,84,202,3041,3.9,71,9,10
100,1238,945,84,207,3036,3.9,74,9,10
100,1248,945,84,195,3036,3.9,76,9,10
100,1248,945,84,195,3036,3.9,76,8,10
99,1226,945,84,192,3036,3.9,74,8,10
99,1226,945,84,192,3036,3.9,74,8,10
99,1255,945,82,200,3041,3.9,82,9,10
99,1255,945,82,200,3041,3.9,82,9,10
99,1216,945,84,197,3041,3.9,82,7,10
99,1216,945,84,197,3041,3.9,82,7,10
100,1221,945,82,202,3036,3.9,82,8,10
100,1221,945,82,202,3036,3.9,82,8,10
100,1213,945,83,193,3041,3.9,82,8,10
100,1213,945,83,193,3041,3.9,82,8,10
100,1226,945,84,202,3041,3.9,83,8,10
100,1226,945,84,202,3041,3.9,83,8,10
99,1245,945,83,197,3036,3.9,88,8,10
99,1251,945,85,201,3036,3.9,83,8,10
99,1251,945,85,201,3031,3.9,83,8,10
99,1223,945,82,198,3036,3.9,83,8,10
99,1223,945,82,198,3036,3.9,83,8,10
100,1258,945,84,211,3036,3.9,81,7,10
99,1223,945,84,206,3036,3.9,78,9,10
99,1223,945,84,206,3036,3.9,78,9,10
100,1209,945,84,198,3041,3.9,84,8,10
100,1191,945,82,197,3041,3.9,82,8,10
100,1191,945,82,197,3041,3.9,82,8,10
99,1190,945,82,197,3041,3.9,80,8,10
100,1217,945,84,196,3036,3.9,78,8,10
100,1217,945,84,196,3036,3.9,78,8,10
100,1234,945,84,207,3036,3.9,76,10,10
100,1248,945,82,198,3036,3.9,76,10,10
100,1248,945,82,198,3036,3.9,76,9,10
100,1201,945,82,195,3041,3.9,75,9,10
99,1206,945,83,193,3041,3.9,75,8,10
99,1206,945,83,193,3041,3.9,75,8,10
99,1236,945,82,196,3036,3.9,77,8,10
99,1210,945,84,194,3036,3.9,77,8,10
99,1210,945,84,194,3036,3.9,77,8,10
100,1275,945,84,207,3036,3.9,79,8,10
100,1275,945,84,207,3041,3.9,79,8,10
100,1226,945,84,196,3041,3.9,76,8,10
100,1250,945,82,205,3041,3.9,76,8,10
100,1250,945,82,205,3041,3.9,76,8,10
